numero_siafi;codigo_orgao;unidade_orcamentaria_nome;data_registro_doc_empenho;numero_empenho;ano_empenho;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;razao_social_credor;cnpj_cpf_credor_formatado;valor_pago_nao_processado;valor_pago_processado
9119150;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1376;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CARATINGA;14.716.711/0001-71;0,0;3381,0
9119156;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1382;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITABIRA;11.672.050/0001-31;0,0;47563,97
9119158;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1383;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITAMBACURI;11.190.703/0001-46;0,0;3254,48
9119159;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1395;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE TRES PONTAS;11.132.325/0001-44;0,0;8921,77
9119160;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1384;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITANHANDU;13.260.601/0001-85;0,0;4451,38
9119163;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1393;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SAO GOTARDO;11.283.282/0001-06;0,0;7518,92
9119164;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1386;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITURAMA;11.290.560/0001-44;0,0;173,56
9119165;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1392;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SACRAMENTO;10.547.985/0001-23;0,0;1607,89
9119167;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1391;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE RIBEIRAO DAS NEVES;01.122.377/0001-86;0,0;20491,02
9119168;4291;FUNDO ESTADUAL DE SAUDE;2016-12-22;1388;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE PADRE PARAISO;12.231.708/0001-32;0,0;459,55
9119215;2331;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;2021-02-02;74;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;72;CONTRATOS DE ABASTECIMENTO DE AGUA E COLETA E TRATAMENTO DE ESGOTO;73;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES.;COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG;17.281.106/0001-03;7453,25;0,0
9119215;2331;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;2021-02-02;75;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;72;CONTRATOS DE ABASTECIMENTO DE AGUA E COLETA E TRATAMENTO DE ESGOTO;73;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES.;COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG;17.281.106/0001-03;136,43;0,0
9119269;2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;2021-12-29;1877;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;98;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;10;RECURSOS ORDINARIOS;LABORATORIO DE PATOLOGIA CLINICA E ANALISES CLINICAS CARLOS CHAGAS LTD;20.022.992/0001-65;5511,83;0,0
9119272;2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;2021-12-22;1849;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;98;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;10;RECURSOS ORDINARIOS;CONSULTORIO MEDICO DE IMAGENS COELHO GUIMARAES LTDA;03.363.824/0001-14;5184,1;0,0
9119277;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1475;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE BETIM;13.064.113/0001-00;0,0;68545,76
9119278;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1476;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE JUIZ DE FORA;17.783.226/0001-09;0,0;45518,37
9119279;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1477;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE PATOS DE MINAS;13.918.415/0001-90;0,0;151565,75
9119282;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1480;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SETE LAGOAS;00.634.997/0001-31;0,0;120878,09
9119331;4291;FUNDO ESTADUAL DE SAUDE;2016-12-26;1502;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE MANHUACU;00.996.849/0001-67;0,0;16389,03
9119346;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1459;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ALFENAS;11.436.319/0001-80;0,0;39364,83
9119347;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1460;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE BARBACENA;14.675.553/0001-59;0,0;4429,89
9119351;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1463;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE GUANHAES;13.287.740/0001-00;0,0;1116,35
9119353;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1465;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITABIRA;11.672.050/0001-31;0,0;3638,03
9119355;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1467;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITURAMA;11.290.560/0001-44;0,0;1694,88
9119360;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1469;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE PEDRO LEOPOLDO;12.237.669/0001-80;0,0;5698,37
9119363;4291;FUNDO ESTADUAL DE SAUDE;2016-12-23;1471;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE RIBEIRAO DAS NEVES;01.122.377/0001-86;0,0;2300,26
9119417;2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;2021-08-10;1090;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;21;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;10;RECURSOS ORDINARIOS;LAPLACE MAQUINAS E EQUIPAMENTOS LTDA - EPP;20.947.386/0001-50;588,0;0,0
9119542;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2021-03-01;770;2021;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS;GIW INFORMATICA LTDA -ME;02.208.797/0001-42;745,07;0,0
9119673;2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;2021-01-29;163;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;19;LOCACAO DE MAQUINAS E EQUIPAMENTOS;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;AKAI LOCADORA DE CACAMBAS LTDA -ME;02.493.473/0001-01;863,54;0,0
9124818;1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;2021-01-29;9;2021;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;5742,83;0,0
9129580;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;2021-02-24;2;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;3;FORNECIMENTO DE ALIMENTACAO;27;TAXA DE SEGURANCA PUBLICA;A. C. BATISTA ALIMENTACAO LTDA;06.121.429/0001-13;133559,06;0,0
9129584;4291;FUNDO ESTADUAL DE SAUDE;2016-12-27;1506;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ALFENAS;11.436.319/0001-80;0,0;11968,0
9129585;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1528;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ARAGUARI;19.250.765/0001-08;0,0;265116,24
9129586;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1551;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ARAXA;12.046.773/0001-98;0,0;120158,72
9129587;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1552;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE BARBACENA;14.675.553/0001-59;0,0;1159459,84
9129589;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1553;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE BETIM;13.064.113/0001-00;0,0;1034274,56
9129590;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1554;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE BRASILIA DE MINAS;11.385.910/0001-56;0,0;130690,56
9129591;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1555;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CAMPO BELO;10.582.086/0001-61;0,0;301114,88
9129592;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1556;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CARATINGA;14.716.711/0001-71;0,0;109099,85
9129593;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1557;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CATAGUASES;19.035.546/0001-06;0,0;267604,48
9129594;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1558;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CONSELHEIRO LAFAIETE;10.720.208/0001-39;0,0;380582,4
9129595;2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;2021-01-26;54;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;3;FORNECIMENTO DE ALIMENTACAO;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;APORTE NUTRICIONAL LTDA;07.068.488/0001-38;237423,46;0,0
9129597;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1560;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE DIVINOPOLIS;19.166.979/0001-09;0,0;2174914,11
9129598;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1561;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE GOVERNADOR VALADARES;73.964.934/0001-17;0,0;3284099,02
9129599;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1562;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE IPATINGA;11.817.068/0001-84;0,0;1202784,0
9129600;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1583;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE UBERLANDIA;13.996.274/0001-24;0,0;1698584,07
9129601;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1563;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITABIRA;11.672.050/0001-31;0,0;222604,8
9129603;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1564;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITAJUBA;11.433.888/0001-72;0,0;214466,56
9129604;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1582;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE UBERABA;13.809.927/0001-19;0,0;1509719,92
9129605;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1565;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITAUNA;19.344.044/0001-67;0,0;108190,72
9129606;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1581;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE TRES PONTAS;11.132.325/0001-44;0,0;51701,76
9129607;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1566;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITUIUTABA;97.529.530/0001-63;0,0;75159,04
9129608;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1591;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE TEOFILO OTONI;09.277.189/0001-39;0,0;965644,02
9129609;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1567;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE JANAUBA;15.462.027/0001-73;0,0;396858,88
9129610;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1590;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SETE LAGOAS;00.634.997/0001-31;0,0;282923,52
9129611;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1568;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE JOAO MONLEVADE;12.500.774/0001-60;0,0;218775,04
9129612;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1580;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SAO SEBASTIAO DO PARAISO;15.595.397/0001-89;0,0;170743,49
9129613;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1569;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE JUIZ DE FORA;17.783.226/0001-09;0,0;1972917,93
9129614;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1579;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SAO LOURENCO;11.367.641/0001-03;0,0;461964,8
9129615;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1585;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE LAVRAS;01.417.029/0001-36;0,0;9574,4
9129617;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1586;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE MANHUACU;00.996.849/0001-67;0,0;274306,56
9129619;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1577;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SANTOS DUMONT;86.926.136/0001-42;0,0;24893,44
9129621;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1576;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SANTO ANTONIO DO AMPARO;11.092.425/0001-94;0,0;9574,4
9129622;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1570;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE OURO PRETO;18.435.647/0001-01;0,0;171860,48
9129624;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1575;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE POUSO ALEGRE;11.290.305/0001-00;0,0;3188275,2
9129627;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1571;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE PARACATU;20.583.431/0001-35;0,0;120158,72
9129629;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1574;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE POCOS DE CALDAS;13.702.294/0001-45;0,0;2211207,68
9129631;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1588;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE PIRAPORA;01.122.139/0001-70;0,0;146488,32
9129632;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1587;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE PARA DE MINAS;02.884.794/0001-29;0,0;427400,06
9129634;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1573;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE PATROCINIO;11.350.366/0001-07;0,0;523240,96
9129636;4291;FUNDO ESTADUAL DE SAUDE;2016-12-28;1572;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE PATOS DE MINAS;13.918.415/0001-90;0,0;825313,32
9129688;2321;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;2021-01-27;170;2021;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS;ORACLE DO BRASIL SISTEMAS LTDA;59.456.277/0006-80;9903,38;0,0
9129746;2351;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;2021-01-25;2;2021;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS;METALSOFT SISTEMAS DE GESTAO LTDA;07.319.216/0001-63;11626,17;0,0
9129748;1261;SECRETARIA DE ESTADO DE EDUCACAO;2021-10-28;3698;2021;33;PASSAGENS E DESPESAS COM LOCOMOCAO;5;SERVICOS DE TRANSPORTES DE PASSAGEIROS, FRETAMENTO E LOCACAO PES JURID;10;RECURSOS ORDINARIOS;TRANSFORMAR TRANSPORTES LTDA;20.460.322/0001-20;161716,71;0,0
9129749;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2021-03-11;139;2021;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;99;OUTROS SERVICOS PESSOA JURIDICA;49;CONTRIBUICAO PATRONAL DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;BIOCONTROL LTDA - EPP;07.967.038/0001-87;4913,73;1638,08
9129764;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1638;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE POCOS DE CALDAS;13.702.294/0001-45;0,0;249148,3
9129769;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1648;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE SETE LAGOAS;00.634.997/0001-31;0,0;240018,04
9129770;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1651;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE UBERABA;13.809.927/0001-19;0,0;17299,37
9129772;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1610;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ALFENAS;11.436.319/0001-80;0,0;526521,28
9129775;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1623;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE BETIM;13.064.113/0001-00;0,0;90460,19
9129799;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1696;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ALFENAS;11.436.319/0001-80;0,0;515110,73
9129803;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1699;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITAJUBA;11.433.888/0001-72;0,0;77135,79
9129810;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1671;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ALFENAS;11.436.319/0001-80;0,0;29680,64
9129811;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1672;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ARAGUARI;19.250.765/0001-08;0,0;166626,1
9129813;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1675;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE BARBACENA;14.675.553/0001-59;0,0;226673,92
9129815;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1685;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE BETIM;13.064.113/0001-00;0,0;48709,76
9129816;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1687;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CAMPO BELO;10.582.086/0001-61;0,0;112738,56
9129817;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1614;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CARATINGA;14.716.711/0001-71;0,0;59504,68
9129818;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1617;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CATAGUASES;19.035.546/0001-06;0,0;28962,56
9129819;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1689;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE CONSELHEIRO LAFAIETE;10.720.208/0001-39;0,0;78031,36
9129821;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1692;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE DIVINOPOLIS;19.166.979/0001-09;0,0;467037,73
9129822;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1693;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE GOVERNADOR VALADARES;73.964.934/0001-17;0,0;747880,32
9129825;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1694;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITABIRA;11.672.050/0001-31;0,0;79946,24
9129827;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1625;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE ITUIUTABA;97.529.530/0001-63;0,0;46196,48
9129829;4291;FUNDO ESTADUAL DE SAUDE;2016-12-29;1627;2016;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;FUNDO MUNICIPAL DE SAUDE DE JANAUBA;15.462.027/0001-73;0,0;90478,08
